cust_id,trip_date,trip_distance,trip_duration,trip_fare,trip_tips,trip_wait_time,trip_rating,pri_id,cust_name,trip_id,driver_id
33,2025-03-31,5.05,4.59,36.73,1.79,2.0,5.0,,Manuel Scott,T578,122
33,2025-04-03,9.08,13.56,40.06,0.19,3.0,5.0,,Manuel Scott,T579,143
33,2025-04-04,9.11,6.99,29.12,9.61,2.0,4.0,,Manuel Scott,T580,75
33,2025-04-10,0.83,0.77,46.46,2.77,3.0,4.0,,Manuel Scott,T581,31
33,2025-04-12,2.19,3.97,24.05,0.32,0.0,4.0,,Manuel Scott,T582,92
33,2025-04-20,10.64,7.69,14.51,6.59,6.0,5.0,,Manuel Scott,T583,92
33,2025-04-24,1.09,0.88,41.12,2.87,18.0,1.0,,Manuel Scott,T584,75
33,2025-04-25,11.38,10.14,25.93,9.73,6.0,2.0,,Manuel Scott,T585,92
33,2025-04-29,2.04,3.6,41.76,9.75,6.0,,,Manuel Scott,T586,129
33,2025-04-30,0.44,0.5,14.49,0.71,1.0,4.0,,Manuel Scott,T587,42
33,2025-05-03,1.56,2.6,11.63,1.67,11.0,5.0,,Manuel Scott,T588,110
33,2025-05-08,17.17,18.27,40.92,2.78,1.0,3.0,,Manuel Scott,T589,18
34,2025-02-13,1.32,2.1,20.99,2.56,3.0,2.0,,Benjamin Young,T590,77
34,2025-02-26,1.18,0.9,20.42,1.47,6.0,2.0,,Benjamin Young,T591,133
34,2025-03-03,0.43,0.44,30.35,3.02,5.0,2.0,,Benjamin Young,T592,20
34,2025-03-10,4.35,4.33,33.08,1.44,1.0,4.0,,Benjamin Young,T593,127
34,2025-03-16,0.43,0.45,42.01,3.06,0.0,4.0,,Benjamin Young,T594,75
34,2025-03-25,3.07,2.51,35.02,5.74,5.0,5.0,,Benjamin Young,T595,62
34,2025-03-31,1.88,1.81,49.53,8.4,7.0,4.0,,Benjamin Young,T596,32
34,2025-04-01,1.09,1.1,27.17,7.42,2.0,5.0,,Benjamin Young,T597,28
34,2025-04-02,2.24,1.65,19.77,4.07,2.0,5.0,,Benjamin Young,T598,74
34,2025-04-06,0.67,0.96,12.9,9.51,3.0,4.0,,Benjamin Young,T599,81
34,2025-04-10,3.36,2.94,29.87,2.3,1.0,5.0,,Benjamin Young,T600,22
34,2025-04-13,0.76,0.71,17.54,1.85,1.0,2.0,,Benjamin Young,T601,96
34,2025-04-19,8.74,11.12,48.65,9.27,3.0,2.0,,Benjamin Young,T602,122
34,2025-04-30,2.35,1.81,8.92,3.67,2.0,5.0,,Benjamin Young,T603,123
34,2025-05-06,7.95,11.78,14.92,6.73,1.0,5.0,,Benjamin Young,T604,52
34,2025-05-07,1.44,1.89,44.18,0.01,5.0,4.0,,Benjamin Young,T605,78
35,2025-02-13,6.94,10.64,20.8,4.58,0.0,4.0,25.0,Lisa Barron,T606,70
35,2025-02-16,12.68,23.48,14.34,2.91,1.0,,25.0,Lisa Barron,T607,137
35,2025-02-20,3.16,3.27,11.95,7.61,2.0,4.0,25.0,Lisa Barron,T608,21
35,2025-02-27,4.54,3.03,22.9,7.69,5.0,2.0,25.0,Lisa Barron,T609,64
35,2025-03-05,0.15,0.21,27.98,3.4,3.0,,25.0,Lisa Barron,T610,76
35,2025-03-09,3.57,3.57,6.57,0.5,2.0,4.0,25.0,Lisa Barron,T611,61
35,2025-03-14,9.14,13.83,25.21,0.25,1.0,1.0,25.0,Lisa Barron,T612,95
35,2025-03-15,6.45,10.55,17.65,6.08,1.0,4.0,25.0,Lisa Barron,T613,40
35,2025-03-17,8.08,9.06,10.65,7.51,4.0,2.0,25.0,Lisa Barron,T614,4
35,2025-03-23,5.66,5.31,22.43,9.29,0.0,1.0,25.0,Lisa Barron,T615,31
35,2025-03-25,8.77,8.56,15.55,7.75,1.0,1.0,25.0,Lisa Barron,T616,69
35,2025-03-30,16.28,13.94,16.95,9.33,3.0,5.0,25.0,Lisa Barron,T617,70
35,2025-04-04,1.91,1.42,44.82,9.47,4.0,3.0,25.0,Lisa Barron,T618,5
35,2025-04-05,1.65,1.13,37.22,0.1,4.0,4.0,25.0,Lisa Barron,T619,115
35,2025-04-09,23.08,28.43,8.55,3.4,2.0,3.0,25.0,Lisa Barron,T620,91
35,2025-04-10,2.1,1.57,13.36,9.35,1.0,,25.0,Lisa Barron,T621,8
35,2025-04-23,0.32,0.54,31.78,1.63,0.0,,25.0,Lisa Barron,T622,9
35,2025-05-03,2.96,2.96,26.19,2.47,3.0,5.0,25.0,Lisa Barron,T623,15
35,2025-05-05,7.01,6.5,41.78,9.04,4.0,2.0,25.0,Lisa Barron,T624,105
36,2025-02-12,0.03,0.04,23.5,6.64,2.0,5.0,46.0,Tamara Jones,T625,7
36,2025-02-13,11.3,8.02,36.1,3.14,1.0,2.0,46.0,Tamara Jones,T626,72
36,2025-02-15,1.02,1.21,42.39,4.3,0.0,5.0,46.0,Tamara Jones,T627,115
36,2025-02-16,3.79,4.81,18.5,4.93,3.0,4.0,46.0,Tamara Jones,T628,15
36,2025-02-18,0.9,1.46,45.61,5.47,1.0,5.0,46.0,Tamara Jones,T629,83
36,2025-02-20,5.37,3.75,30.5,8.21,3.0,5.0,46.0,Tamara Jones,T630,39
36,2025-02-23,2.55,3.08,42.19,0.11,5.0,2.0,46.0,Tamara Jones,T631,134
36,2025-02-24,4.3,4.46,49.13,1.19,1.0,2.0,46.0,Tamara Jones,T632,57
36,2025-02-26,4.52,3.65,34.64,0.32,2.0,2.0,46.0,Tamara Jones,T633,92
36,2025-03-01,0.95,0.89,47.22,2.96,5.0,,46.0,Tamara Jones,T634,81
36,2025-03-02,1.5,1.02,20.64,4.31,0.0,2.0,46.0,Tamara Jones,T635,147
36,2025-03-03,5.89,6.15,32.63,2.27,1.0,4.0,46.0,Tamara Jones,T636,127
36,2025-03-07,2.23,1.68,26.48,8.21,1.0,4.0,46.0,Tamara Jones,T637,75
36,2025-03-09,8.19,9.89,8.81,2.09,2.0,4.0,46.0,Tamara Jones,T638,79
36,2025-03-10,9.19,12.74,41.38,3.81,5.0,4.0,46.0,Tamara Jones,T639,10
36,2025-03-12,3.07,3.82,10.34,9.33,8.0,5.0,46.0,Tamara Jones,T640,107
36,2025-03-13,3.79,7.12,23.35,4.76,1.0,5.0,46.0,Tamara Jones,T641,87
36,2025-03-14,17.73,16.69,8.08,7.15,2.0,2.0,46.0,Tamara Jones,T642,67
36,2025-03-21,4.74,3.3,8.46,6.62,1.0,4.0,46.0,Tamara Jones,T643,62
36,2025-03-26,2.58,1.93,32.53,8.15,1.0,3.0,46.0,Tamara Jones,T644,131
36,2025-03-29,0.56,0.66,35.41,4.13,3.0,2.0,46.0,Tamara Jones,T645,146
36,2025-04-10,2.51,3.68,42.23,1.57,0.0,4.0,46.0,Tamara Jones,T646,107
36,2025-04-11,0.92,0.67,15.41,5.57,2.0,5.0,46.0,Tamara Jones,T647,148
36,2025-04-20,15.86,22.01,47.04,8.86,7.0,4.0,46.0,Tamara Jones,T648,93
36,2025-04-23,4.97,5.5,28.91,7.52,3.0,4.0,46.0,Tamara Jones,T649,86
36,2025-05-08,6.57,4.96,42.48,1.46,2.0,5.0,46.0,Tamara Jones,T650,121
36,2025-05-09,2.82,3.21,16.3,9.15,6.0,4.0,46.0,Tamara Jones,T651,79
37,2025-02-13,3.61,4.47,19.63,5.73,0.0,3.0,,Bruce Parsons,T652,10
37,2025-02-19,0.03,0.02,22.78,9.66,4.0,3.0,,Bruce Parsons,T653,149
37,2025-02-23,5.56,4.26,23.01,9.47,5.0,3.0,,Bruce Parsons,T654,29
37,2025-02-25,23.19,44.11,34.68,6.04,3.0,2.0,,Bruce Parsons,T655,96
37,2025-03-07,13.95,20.48,15.02,6.23,1.0,4.0,,Bruce Parsons,T656,10
37,2025-03-13,2.7,4.09,23.82,1.71,4.0,5.0,,Bruce Parsons,T657,13
37,2025-03-20,0.44,0.49,5.75,1.0,3.0,4.0,,Bruce Parsons,T658,47
37,2025-03-21,0.89,1.21,42.57,0.24,11.0,2.0,,Bruce Parsons,T659,50
37,2025-03-30,1.32,0.96,23.88,9.26,0.0,1.0,,Bruce Parsons,T660,132
37,2025-04-01,4.27,4.78,31.25,0.29,0.0,5.0,,Bruce Parsons,T661,116
37,2025-04-23,1.83,3.39,22.9,5.88,11.0,4.0,,Bruce Parsons,T662,113
37,2025-04-24,1.61,1.33,45.69,2.71,1.0,4.0,,Bruce Parsons,T663,85
37,2025-04-26,0.26,0.28,41.25,8.32,1.0,2.0,,Bruce Parsons,T664,53
37,2025-04-27,8.5,5.94,25.25,0.95,1.0,5.0,,Bruce Parsons,T665,130
37,2025-05-01,0.44,0.62,7.31,7.52,2.0,4.0,,Bruce Parsons,T666,68
37,2025-05-07,2.04,2.28,12.26,5.3,3.0,5.0,,Bruce Parsons,T667,79
37,2025-05-08,7.14,10.92,17.07,1.49,1.0,4.0,,Bruce Parsons,T668,57
37,2025-05-09,5.69,10.22,22.64,0.35,4.0,2.0,,Bruce Parsons,T669,97
37,2025-05-10,5.13,6.75,45.31,8.86,1.0,2.0,,Bruce Parsons,T670,135
38,2025-02-11,2.65,3.58,42.17,6.72,3.0,5.0,,Kevin Peterson,T671,147
38,2025-02-15,2.53,3.85,21.22,7.38,3.0,3.0,,Kevin Peterson,T672,63
38,2025-02-18,0.42,0.28,49.48,1.56,11.0,5.0,,Kevin Peterson,T673,65
38,2025-02-23,5.39,5.0,18.02,8.66,2.0,4.0,,Kevin Peterson,T674,39
38,2025-03-01,2.65,2.86,30.39,3.3,6.0,2.0,,Kevin Peterson,T675,109
38,2025-03-04,13.62,11.45,30.03,8.23,5.0,1.0,,Kevin Peterson,T676,26
38,2025-03-16,8.53,15.79,49.64,8.9,1.0,2.0,,Kevin Peterson,T677,12
38,2025-03-25,7.25,9.63,9.63,8.66,0.0,,,Kevin Peterson,T678,150
38,2025-03-26,5.6,4.16,35.44,3.24,3.0,4.0,,Kevin Peterson,T679,77
38,2025-03-28,5.74,5.34,17.42,4.29,4.0,2.0,,Kevin Peterson,T680,142
38,2025-03-29,5.89,8.03,38.62,6.25,1.0,2.0,,Kevin Peterson,T681,86
38,2025-04-04,0.7,0.63,7.02,8.49,4.0,3.0,,Kevin Peterson,T682,30
38,2025-04-05,3.26,2.28,25.94,3.32,0.0,2.0,,Kevin Peterson,T683,52
38,2025-04-06,1.5,2.84,24.19,6.31,2.0,2.0,,Kevin Peterson,T684,63
38,2025-04-09,1.75,1.5,7.27,9.65,7.0,4.0,,Kevin Peterson,T685,120
38,2025-04-10,4.15,4.15,9.04,0.69,3.0,3.0,,Kevin Peterson,T686,105
38,2025-04-12,12.46,13.74,37.16,1.43,1.0,4.0,,Kevin Peterson,T687,39
38,2025-04-13,5.98,4.27,35.44,7.92,3.0,,,Kevin Peterson,T688,41
38,2025-04-15,1.75,3.49,14.81,2.72,3.0,4.0,,Kevin Peterson,T689,121
38,2025-04-17,4.5,8.72,19.56,7.29,3.0,4.0,,Kevin Peterson,T690,108
38,2025-04-19,2.1,3.31,42.42,0.94,8.0,4.0,,Kevin Peterson,T691,65
38,2025-04-20,0.55,0.61,40.09,7.29,0.0,1.0,,Kevin Peterson,T692,118
38,2025-04-23,6.23,7.27,5.58,2.54,2.0,5.0,,Kevin Peterson,T693,79
38,2025-04-27,15.81,14.83,8.83,5.14,2.0,4.0,,Kevin Peterson,T694,8
38,2025-05-05,4.67,5.25,9.27,2.4,1.0,2.0,,Kevin Peterson,T695,97
38,2025-05-08,0.97,0.65,28.93,4.44,6.0,,,Kevin Peterson,T696,18
39,2025-02-13,4.37,3.33,18.76,3.27,2.0,5.0,93.0,Shannon Hanson,T697,96
39,2025-02-21,5.73,7.03,33.46,1.33,0.0,4.0,93.0,Shannon Hanson,T698,33
39,2025-03-13,5.91,4.92,44.28,7.53,2.0,5.0,93.0,Shannon Hanson,T699,5
39,2025-03-17,4.83,7.03,17.8,0.26,2.0,4.0,93.0,Shannon Hanson,T700,127
39,2025-03-25,9.48,13.62,48.36,1.26,0.0,4.0,93.0,Shannon Hanson,T701,74
39,2025-03-30,4.4,4.23,7.57,0.86,0.0,4.0,93.0,Shannon Hanson,T702,126
39,2025-04-08,3.93,5.36,41.9,6.38,0.0,4.0,93.0,Shannon Hanson,T703,5
39,2025-04-10,5.84,7.76,32.61,3.08,7.0,5.0,93.0,Shannon Hanson,T704,34
39,2025-04-23,4.37,3.55,33.84,3.65,2.0,2.0,93.0,Shannon Hanson,T705,24
39,2025-04-29,6.05,5.73,46.01,3.59,0.0,3.0,93.0,Shannon Hanson,T706,145
39,2025-05-06,0.29,0.23,19.91,7.02,3.0,4.0,93.0,Shannon Hanson,T707,95
40,2025-02-11,7.06,7.4,47.06,4.12,1.0,2.0,,Lauren Brown,T708,71
40,2025-02-20,4.39,2.99,7.79,3.78,1.0,4.0,,Lauren Brown,T709,92
40,2025-03-05,0.88,0.76,25.33,9.98,1.0,4.0,,Lauren Brown,T710,125
40,2025-03-06,0.61,0.44,22.43,4.15,3.0,4.0,,Lauren Brown,T711,22
40,2025-03-09,5.22,9.3,47.32,8.14,3.0,,,Lauren Brown,T712,15
40,2025-03-12,0.82,0.84,31.18,6.02,2.0,3.0,,Lauren Brown,T713,101
40,2025-03-15,0.68,0.76,38.05,1.63,1.0,2.0,,Lauren Brown,T714,15
40,2025-03-17,4.02,3.67,30.96,8.72,1.0,5.0,,Lauren Brown,T715,53
40,2025-03-23,3.89,6.72,45.86,5.66,2.0,3.0,,Lauren Brown,T716,149
40,2025-03-25,0.77,1.18,31.81,4.33,0.0,,,Lauren Brown,T717,102
40,2025-03-27,7.04,6.48,8.61,8.28,2.0,4.0,,Lauren Brown,T718,113
40,2025-04-13,8.82,6.87,47.34,2.77,0.0,5.0,,Lauren Brown,T719,32
40,2025-04-17,17.69,26.12,6.81,7.22,2.0,4.0,,Lauren Brown,T720,21
40,2025-04-22,4.35,3.03,26.66,6.72,5.0,,,Lauren Brown,T721,83
40,2025-04-27,0.11,0.07,41.65,0.86,1.0,2.0,,Lauren Brown,T722,14
40,2025-05-10,2.9,2.54,7.46,3.81,3.0,,,Lauren Brown,T723,15
41,2025-02-12,2.42,3.38,7.18,4.43,5.0,5.0,,Robert Kerr,T724,148
41,2025-02-21,4.43,5.19,29.96,8.0,5.0,4.0,,Robert Kerr,T725,34
41,2025-03-10,7.67,6.98,48.11,4.14,2.0,4.0,,Robert Kerr,T726,83
41,2025-03-12,1.25,1.11,13.32,5.72,0.0,4.0,,Robert Kerr,T727,9
41,2025-03-13,7.21,7.05,34.99,2.27,0.0,4.0,,Robert Kerr,T728,77
41,2025-03-19,0.89,1.3,22.4,2.02,0.0,4.0,,Robert Kerr,T729,141
41,2025-03-21,3.58,3.64,42.76,3.83,0.0,4.0,,Robert Kerr,T730,9
41,2025-03-24,0.32,0.56,30.47,5.74,6.0,4.0,,Robert Kerr,T731,36
41,2025-03-26,16.07,29.29,6.98,0.98,1.0,4.0,,Robert Kerr,T732,117
41,2025-03-27,5.19,9.51,42.9,9.46,1.0,2.0,,Robert Kerr,T733,3
41,2025-03-29,0.93,1.48,28.34,1.23,1.0,4.0,,Robert Kerr,T734,19
41,2025-04-02,22.78,19.23,11.42,9.49,1.0,4.0,,Robert Kerr,T735,23
41,2025-04-03,0.4,0.79,33.88,6.7,2.0,4.0,,Robert Kerr,T736,104
41,2025-04-05,2.68,5.11,12.97,3.35,0.0,,,Robert Kerr,T737,135
41,2025-04-08,4.57,3.72,22.69,3.15,1.0,2.0,,Robert Kerr,T738,105
41,2025-04-11,0.99,0.76,29.61,6.78,2.0,,,Robert Kerr,T739,142
41,2025-04-13,0.38,0.49,40.21,3.5,15.0,2.0,,Robert Kerr,T740,46
41,2025-04-18,10.37,7.79,22.97,2.25,2.0,,,Robert Kerr,T741,143
41,2025-04-21,1.0,0.77,37.89,3.34,2.0,4.0,,Robert Kerr,T742,15
41,2025-04-22,8.94,6.85,7.68,8.66,4.0,2.0,,Robert Kerr,T743,51
41,2025-04-25,2.69,2.57,28.38,4.03,17.0,2.0,,Robert Kerr,T744,110
41,2025-05-03,5.63,6.28,12.14,1.33,9.0,5.0,,Robert Kerr,T745,8
41,2025-05-06,11.88,7.96,20.99,2.08,3.0,4.0,,Robert Kerr,T746,69
41,2025-05-09,2.71,3.16,30.9,5.94,1.0,4.0,,Robert Kerr,T747,63
42,2025-02-22,4.03,3.77,38.4,2.1,0.0,4.0,,Monica Carpenter,T748,68
42,2025-02-25,7.58,7.12,36.27,2.61,3.0,5.0,,Monica Carpenter,T749,144
42,2025-03-04,6.64,5.98,10.99,4.88,1.0,4.0,,Monica Carpenter,T750,6
42,2025-03-05,4.57,4.51,5.29,2.88,2.0,3.0,,Monica Carpenter,T751,119
42,2025-03-06,6.63,12.65,47.37,5.85,1.0,4.0,,Monica Carpenter,T752,57
42,2025-03-09,0.48,0.43,23.33,5.51,2.0,5.0,,Monica Carpenter,T753,31
42,2025-03-11,1.09,2.09,30.97,8.62,7.0,4.0,,Monica Carpenter,T754,6
42,2025-03-14,8.31,8.94,46.09,7.5,3.0,2.0,,Monica Carpenter,T755,67
42,2025-03-16,1.57,2.25,18.79,2.47,2.0,4.0,,Monica Carpenter,T756,131
42,2025-03-17,2.78,2.49,8.95,0.82,1.0,4.0,,Monica Carpenter,T757,74
42,2025-03-18,1.2,1.53,41.53,4.0,0.0,4.0,,Monica Carpenter,T758,114
42,2025-03-19,5.53,4.26,5.91,9.33,1.0,5.0,,Monica Carpenter,T759,97
42,2025-03-21,3.07,2.88,35.56,6.63,8.0,,,Monica Carpenter,T760,80
42,2025-03-22,6.37,8.09,7.21,8.8,1.0,5.0,,Monica Carpenter,T761,123
42,2025-03-28,1.48,2.05,43.66,1.38,2.0,5.0,,Monica Carpenter,T762,138
42,2025-04-09,1.37,1.09,19.07,7.6,2.0,2.0,,Monica Carpenter,T763,33
42,2025-04-12,18.77,16.38,18.65,9.35,5.0,5.0,,Monica Carpenter,T764,140
42,2025-04-18,5.88,4.01,10.88,3.94,3.0,5.0,,Monica Carpenter,T765,44
42,2025-04-19,4.28,6.06,19.05,5.04,2.0,4.0,,Monica Carpenter,T766,13
42,2025-04-29,6.84,9.34,17.11,4.05,1.0,5.0,,Monica Carpenter,T767,57
42,2025-05-04,12.0,13.79,45.36,7.51,6.0,2.0,,Monica Carpenter,T768,96
42,2025-05-05,15.65,17.85,7.81,3.39,2.0,2.0,,Monica Carpenter,T769,144
42,2025-05-06,1.43,1.75,44.4,8.09,1.0,5.0,,Monica Carpenter,T770,109
43,2025-02-11,9.73,7.69,36.06,1.47,9.0,5.0,,Christopher David,T771,120
43,2025-02-15,2.01,2.01,27.98,6.46,0.0,3.0,,Christopher David,T772,100
43,2025-02-16,8.11,5.96,47.86,1.37,1.0,5.0,,Christopher David,T773,149
43,2025-02-26,6.97,5.31,19.08,9.46,6.0,2.0,,Christopher David,T774,111
43,2025-03-17,6.1,4.91,16.35,6.78,6.0,2.0,,Christopher David,T775,51
43,2025-03-19,0.28,0.23,43.21,4.75,1.0,2.0,,Christopher David,T776,21
43,2025-04-19,9.05,8.63,37.42,1.89,2.0,4.0,,Christopher David,T777,60
43,2025-04-21,3.09,2.33,36.92,8.3,0.0,5.0,,Christopher David,T778,21
43,2025-05-02,5.56,4.64,44.57,3.63,4.0,2.0,,Christopher David,T779,107
43,2025-05-10,2.62,1.89,48.26,0.47,3.0,4.0,,Christopher David,T780,126
44,2025-02-11,1.58,2.11,18.42,9.42,4.0,4.0,,Paul Pruitt,T781,134
44,2025-02-16,0.75,1.47,48.91,5.44,1.0,4.0,,Paul Pruitt,T782,73
44,2025-02-18,2.11,2.07,44.6,4.41,2.0,4.0,,Paul Pruitt,T783,76
44,2025-02-19,0.74,0.5,8.3,2.5,3.0,4.0,,Paul Pruitt,T784,78
44,2025-02-20,2.68,2.91,13.81,7.85,5.0,4.0,,Paul Pruitt,T785,134
44,2025-02-23,2.71,2.83,38.85,2.57,2.0,3.0,,Paul Pruitt,T786,65
44,2025-02-24,4.53,3.03,46.43,4.35,1.0,2.0,,Paul Pruitt,T787,86
44,2025-02-25,1.14,1.24,5.01,2.2,7.0,5.0,,Paul Pruitt,T788,34
44,2025-03-01,6.78,10.15,8.04,1.2,4.0,,,Paul Pruitt,T789,56
44,2025-03-05,2.82,4.55,20.7,5.12,1.0,4.0,,Paul Pruitt,T790,75
44,2025-03-10,6.34,10.38,49.74,0.36,1.0,2.0,,Paul Pruitt,T791,3
44,2025-03-13,1.05,1.95,41.11,3.92,1.0,4.0,,Paul Pruitt,T792,6
44,2025-03-14,5.63,5.58,43.97,8.61,0.0,5.0,,Paul Pruitt,T793,6
44,2025-03-18,3.09,2.08,49.41,4.83,4.0,2.0,,Paul Pruitt,T794,148
44,2025-03-20,3.87,2.59,9.38,8.58,4.0,3.0,,Paul Pruitt,T795,149
44,2025-03-25,0.04,0.04,41.85,2.35,1.0,5.0,,Paul Pruitt,T796,2
44,2025-03-31,0.0,0.0,15.51,2.41,0.0,2.0,,Paul Pruitt,T797,90
44,2025-04-02,4.05,5.12,21.96,4.17,6.0,,,Paul Pruitt,T798,56
44,2025-04-04,3.4,4.1,47.9,1.07,0.0,3.0,,Paul Pruitt,T799,96
44,2025-04-07,1.77,2.16,40.24,1.64,0.0,4.0,,Paul Pruitt,T800,10
44,2025-04-11,0.66,1.16,13.56,9.09,5.0,4.0,,Paul Pruitt,T801,87
44,2025-04-12,0.41,0.28,43.68,2.47,1.0,5.0,,Paul Pruitt,T802,70
44,2025-04-13,0.07,0.07,47.07,7.69,7.0,5.0,,Paul Pruitt,T803,113
44,2025-04-21,10.95,15.66,18.0,2.84,1.0,4.0,,Paul Pruitt,T804,30
44,2025-04-24,3.93,5.96,12.54,6.91,1.0,4.0,,Paul Pruitt,T805,128
44,2025-04-30,7.96,6.42,12.01,6.46,2.0,2.0,,Paul Pruitt,T806,78
44,2025-05-04,2.37,2.59,17.33,0.4,9.0,,,Paul Pruitt,T807,55
44,2025-05-10,2.17,4.0,22.65,1.79,9.0,2.0,,Paul Pruitt,T808,49
45,2025-02-17,7.21,11.85,22.17,9.81,4.0,3.0,,Kristina Lopez,T809,34
45,2025-02-22,4.94,7.14,47.21,1.46,7.0,5.0,,Kristina Lopez,T810,105
45,2025-03-08,4.91,3.75,20.07,0.69,1.0,4.0,,Kristina Lopez,T811,22
45,2025-03-09,2.2,3.39,41.65,5.96,1.0,2.0,,Kristina Lopez,T812,31
45,2025-03-15,1.1,1.49,33.93,3.0,3.0,5.0,,Kristina Lopez,T813,135
45,2025-03-20,2.25,1.7,26.11,2.04,5.0,2.0,,Kristina Lopez,T814,105
45,2025-03-21,0.58,0.42,35.77,3.43,0.0,5.0,,Kristina Lopez,T815,149
45,2025-03-30,1.9,3.42,15.84,6.1,1.0,2.0,,Kristina Lopez,T816,16
45,2025-04-05,0.8,1.0,45.99,0.9,0.0,4.0,,Kristina Lopez,T817,20
45,2025-04-07,0.66,0.82,12.28,9.26,10.0,2.0,,Kristina Lopez,T818,43
45,2025-04-08,6.77,6.47,29.93,8.84,2.0,2.0,,Kristina Lopez,T819,47
45,2025-04-23,0.91,0.64,21.74,3.28,4.0,3.0,,Kristina Lopez,T820,114
45,2025-04-26,15.19,12.27,44.64,5.97,0.0,3.0,,Kristina Lopez,T821,19
45,2025-04-29,3.13,4.31,46.36,7.44,2.0,3.0,,Kristina Lopez,T822,48
45,2025-04-30,16.29,17.24,20.82,4.89,7.0,4.0,,Kristina Lopez,T823,139
45,2025-05-01,7.18,5.47,24.52,3.42,6.0,4.0,,Kristina Lopez,T824,45
45,2025-05-05,7.9,5.48,38.37,6.23,5.0,5.0,,Kristina Lopez,T825,87
46,2025-03-02,2.51,4.55,35.32,4.02,2.0,5.0,,Aaron Sanchez,T826,15
46,2025-03-04,2.21,1.95,38.72,1.86,2.0,2.0,,Aaron Sanchez,T827,110
46,2025-03-12,1.73,1.39,14.72,4.83,10.0,5.0,,Aaron Sanchez,T828,96
47,2025-02-10,15.75,16.99,45.41,4.75,2.0,5.0,33.0,Paul Green,T829,102
47,2025-02-14,1.45,1.53,14.27,1.23,0.0,1.0,33.0,Paul Green,T830,86
47,2025-02-19,18.92,25.49,42.76,6.63,2.0,2.0,33.0,Paul Green,T831,142
47,2025-03-02,6.51,5.92,39.64,7.31,11.0,4.0,33.0,Paul Green,T832,81
47,2025-03-11,2.09,1.82,45.38,0.68,0.0,3.0,33.0,Paul Green,T833,51
47,2025-03-15,8.46,7.71,26.3,3.94,6.0,3.0,33.0,Paul Green,T834,112
47,2025-03-18,10.19,17.33,43.14,7.77,1.0,4.0,33.0,Paul Green,T835,15
47,2025-03-19,0.9,0.75,33.59,5.35,1.0,2.0,33.0,Paul Green,T836,65
47,2025-04-03,0.21,0.26,43.61,5.6,3.0,4.0,33.0,Paul Green,T837,88
47,2025-04-08,15.3,12.55,28.74,9.3,1.0,2.0,33.0,Paul Green,T838,76
47,2025-04-09,6.47,10.41,28.96,3.03,2.0,4.0,33.0,Paul Green,T839,10
47,2025-04-11,0.91,1.03,48.64,6.17,4.0,,33.0,Paul Green,T840,42
47,2025-04-26,7.18,6.58,35.0,1.92,3.0,4.0,33.0,Paul Green,T841,95
47,2025-04-27,3.36,3.27,28.37,3.34,1.0,5.0,33.0,Paul Green,T842,11
47,2025-05-01,1.03,1.76,34.62,4.36,2.0,3.0,33.0,Paul Green,T843,118
47,2025-05-08,4.08,4.82,46.52,9.33,2.0,3.0,33.0,Paul Green,T844,144
47,2025-05-09,6.68,12.45,20.13,4.75,8.0,1.0,33.0,Paul Green,T845,125
47,2025-05-10,4.02,3.24,8.84,4.85,11.0,4.0,33.0,Paul Green,T846,78
48,2025-02-17,4.76,6.46,24.31,4.83,0.0,2.0,,Arthur Johnson,T847,147
48,2025-02-19,9.08,12.27,27.72,1.95,4.0,2.0,,Arthur Johnson,T848,90
48,2025-02-24,4.3,6.94,7.37,0.36,5.0,2.0,,Arthur Johnson,T849,8
48,2025-02-25,0.23,0.25,16.81,8.44,2.0,1.0,,Arthur Johnson,T850,136
48,2025-02-28,2.98,2.77,19.96,5.71,1.0,2.0,,Arthur Johnson,T851,111
48,2025-03-01,2.28,3.8,48.48,7.67,11.0,5.0,,Arthur Johnson,T852,58
48,2025-03-03,4.59,3.82,33.38,2.85,2.0,4.0,,Arthur Johnson,T853,86
48,2025-03-07,7.09,9.07,46.61,3.18,0.0,4.0,,Arthur Johnson,T854,55
48,2025-03-10,12.2,10.99,16.24,5.46,1.0,5.0,,Arthur Johnson,T855,122
48,2025-03-16,4.1,4.04,5.72,1.0,10.0,4.0,,Arthur Johnson,T856,108
48,2025-03-18,4.62,7.97,46.97,6.83,3.0,2.0,,Arthur Johnson,T857,48
48,2025-03-20,4.36,3.44,44.59,4.06,3.0,5.0,,Arthur Johnson,T858,132
48,2025-03-21,4.88,7.73,14.08,3.1,7.0,5.0,,Arthur Johnson,T859,136
48,2025-04-02,5.64,7.04,39.04,1.84,2.0,2.0,,Arthur Johnson,T860,129
48,2025-04-05,4.79,8.86,26.09,3.26,0.0,,,Arthur Johnson,T861,47
48,2025-04-07,1.17,1.86,39.61,2.04,2.0,4.0,,Arthur Johnson,T862,5
48,2025-04-10,0.11,0.21,41.75,4.46,6.0,2.0,,Arthur Johnson,T863,24
48,2025-04-20,3.86,2.73,42.33,3.88,0.0,,,Arthur Johnson,T864,18
48,2025-04-23,6.96,4.83,21.35,6.77,8.0,3.0,,Arthur Johnson,T865,84
48,2025-04-27,2.02,1.68,46.82,7.65,1.0,5.0,,Arthur Johnson,T866,5
48,2025-05-03,6.71,11.9,17.72,3.87,1.0,,,Arthur Johnson,T867,30
48,2025-05-05,5.15,4.23,21.97,9.77,5.0,4.0,,Arthur Johnson,T868,1
